route_id,trip_id,trip_headsign,service_id,direction_id,shape_id,wheelchair_accessible,bikes_allowed
A,25863631,"Le Pont-de-Claix, L'Etoile",12345-MEILVI02_ST21_2_HI2122,0,SEM_A_3,1,2
E,26335947,"Fontanil-Cornillon, Palluel",1234567-MGHS05_ST5_5_HI2122,1,SEM_E_5,1,2
D,25718650,"Saint-Martin-d'Hères, Les Taillées - Universités",1234567-MGHS01_ST5_1_HI2122-MGHS04_ST5_4_HI2122-MGHS05_ST5_5_HI2122,0,SEM_D_4,1,2
C,26368306,"Saint-Martin-d'Hères, Condillac - Universités",12345-MGHLV20_ST0_20_HI2122,0,SEM_C_1,1,2
1,26308145,"Grenoble, Cité Jean Macé",12345-MSILV02_ST21_2_HI2122,1,SEM_C1_4,1,2
C,26236739,"Seyssins, Le Prisme",12345-MGHLV19_ST0_19_HI2122,1,SEM_C_2,1,2
B,26107252,"Gières, Plaine des Sports",12345-MGHLV16_ST0_16_HI2122-MGHLV21_ST0_21_HI2122,0,SEM_B_1,1,2
B,26107151,"Grenoble, Oxford",12345-MGHLV16_ST0_16_HI2122-MGHLV21_ST0_21_HI2122,1,SEM_B_2,1,2
20,25700435,"Seyssinet-Pariset, Seyssinet-Pariset Hôtel de Ville",1234567-MSHSAH03_ST5_3_HI2122-MSHSAH05_ST5_5_HI2122-MSHSAH06_ST5_6_HI2122,0,SEM_20_3,1,2
D,25811145,"Saint-Martin-d'Hères, Les Taillées - Universités",12345-MGHLV13_ST0_13_HI2122-MGHLV16_ST0_16_HI2122-MGHLV20_ST0_20_HI2122-MGHLV21_ST0_21_HI2122,0,SEM_D_4,1,2
1,26028789,"Meylan, Maupertuis",12345-MSILV01_ST21_1_HI2122,0,SEM_C1_2,1,2
A,26351467,"Le Pont-de-Claix, L'Etoile",12345-MEILVI03_ST21_3_HI2122,0,SEM_A_3,1,2
42,25832419,"Meylan, La Détourbe",12345-MFHLV10c_ST0_10_HI2122,1,SEM_42_1,1,2
5,26319280,"Grenoble, Palais de Justice - Gare",1234567-MSHSAH06_ST5_6_HI2122,0,SEM_C5_1,1,2
B,26354878,"Grenoble, Oxford",12345-MGHLV20_ST0_20_HI2122,1,SEM_B_2,1,2
E,25947223,"Fontanil-Cornillon, Palluel",12345-MGHLV19_ST0_19_HI2122,1,SEM_E_1,1,2
1,25713234,"Grenoble, Cité Jean Macé",1234567-MSHSAH05_ST5_5_HI2122,1,SEM_C1_4,1,2
3,25632156,"Grenoble, Victor Hugo",1234567-MEHD00_ST6_0_HI2122,0,SEM_C3_1,1,2
46,25635656,"Saint-Paul-de-Varces, Place",1234567-MFHS03_ST5_3_HI2122,0,SEM_46_5,1,2
12,25634548,"Saint-Martin-d'Hères, Les Alloves",1234567-MEHS00_ST5_0_HI2122-MEHS01_ST5_1_HI2122-MEHS04_ST5_4_HI2122-MEHS05_ST5_5_HI2122,1,SEM_12_1,1,2
67,25485519,"Grenoble, Grand'place",12345-MFHLV10c_ST0_10_HI2122,0,SEM_67_2,1,2
5,26306426,"Gières, Universités - Biologie",12345-MSILV01_ST21_1_HI2122,1,SEM_C5_2,1,2
13,26155097,"Meylan, Lycée du Grésivaudan",12345-MEHLV08_ST8_8_HI2122-MEHLV09_ST8_9_HI2122-MEHW08_ST11_8_HI2122-MEHW09_ST11_9_HI2122,1,SEM_13_2,1,2
21,26077783,"Claix, Pont Rouge",12345-MAHLV04_ST0_4_HI2122,0,SEM_21_1,1,2
60,25805885,"Saint-Égrève, Muret",**3**-MFHLV10c_ST0_10_HI2122,0,SEM_60_1,1,2
45,26270114,"Varces-Allières-et-Risset, Rond-Point de l'Europe",12345-MFVLV02c_ST21_2_HI2122,0,SEM_45_4,1,2
7,25786198,"Gières, Universités - Biologie",1234567-MSHDF02_ST6_2_HI2122,0,SEM_C7_1,1,2
1,26304719,"Grenoble, Cité Jean Macé",12345-MSHLVH05_ST8_5_HI2122-MSHLW05_ST11_5_HI2122,1,SEM_C1_1,1,2
1,26090338,"Montbonnot-Saint-Martin, Pré de l'Eau",1234567-MSHSAH03_ST5_3_HI2122,0,SEM_C1_6,1,2
13,26155102,"Meylan, Lycée du Grésivaudan",12345-MEHLV08_ST8_8_HI2122-MEHLV09_ST8_9_HI2122-MEHW08_ST11_8_HI2122-MEHW09_ST11_9_HI2122,1,SEM_13_2,1,2
C,25858328,"Seyssins, Le Prisme",12345-MGHLV13_ST0_13_HI2122,1,SEM_C_2,1,2
7,26319472,"Échirolles, Comboire",1234567-MSHSAH06_ST5_6_HI2122,1,SEM_C7_2,1,2
42,26269939,"Meylan, La Détourbe",12345-MFVLV02c_ST21_2_HI2122,1,SEM_42_1,1,2
E,25947849,"Gières, Plaine des Sports",12345-MGHLV19_ST0_19_HI2122,0,SEM_E_3,1,2
15,25798988,"Grenoble, Verdun - Préfecture",12345-MAHLV04_ST0_4_HI2122,1,SEM_15_10,1,2
16,26137667,"Meylan, Lycée du Grésivaudan",12345-MSHLVH04_ST8_4_HI2122-MSHLVH05_ST8_5_HI2122-MSHLW04_ST11_4_HI2122-MSHLW05_ST11_5_HI2122,0,SEM_16_1,1,2
A,25714008,"Fontaine, La Poya",12345-MEHLV08_ST8_8_HI2122-MEHLV09_ST8_9_HI2122-MEHW08_ST11_8_HI2122-MEHW09_ST11_9_HI2122,1,SEM_A_4,1,2
C,26148838,"Gières, Plaine des Sports",12345-MGHLV19_ST0_19_HI2122,0,SEM_C_1,1,2
22,26020933,"Grenoble, Oxford",12345-MSILV01_ST21_1_HI2122-MSILV02_ST21_2_HI2122,1,SEM_22_2,1,2
A,26296705,"Le Pont-de-Claix, L'Etoile",1234567-MEHS04_ST5_4_HI2122,0,SEM_A_3,1,2
A,26296639,"Le Pont-de-Claix, L'Etoile",1234567-MEHS04_ST5_4_HI2122,0,SEM_A_3,1,2
B,26355084,"Gières, Plaine des Sports",12345-MGHLV20_ST0_20_HI2122,0,SEM_B_1,1,2
3,26012549,"Échirolles, Centre du graphisme",12345-MEILVI02_ST21_2_HI2122,1,SEM_C3_2,1,2
4,26342739,"Grenoble, Victor Hugo",12345-MEILVI03_ST21_3_HI2122,1,SEM_C4_2,1,2
6,26140341,"Saint-Martin-d'Hères, Henri Wallon",12345-MSHLVH04_ST8_4_HI2122-MSHLVH05_ST8_5_HI2122-MSHLW04_ST11_4_HI2122-MSHLW05_ST11_5_HI2122,1,,1,2
C,26368415,"Seyssins, Le Prisme",12345-MGHLV20_ST0_20_HI2122,1,SEM_C_2,1,2
1,25713207,"Meylan, Maupertuis",1234567-MSHSAH05_ST5_5_HI2122,0,SEM_C1_2,1,2
E,26335781,"Fontanil-Cornillon, Palluel",1234567-MGHS05_ST5_5_HI2122,1,SEM_E_1,1,2
2,26246660,"Claix, Pont Rouge",1234567-MEHS04_ST5_4_HI2122,0,SEM_C2_2,1,2
E,25947217,"Grenoble, Louise Michel",12345-MGHLV19_ST0_19_HI2122,0,SEM_E_2,1,2
5,26307928,"Grenoble, Palais de Justice - Gare",12345-MSILV02_ST21_2_HI2122,0,SEM_C5_1,1,2
1,26318564,"Montbonnot-Saint-Martin, Pré de l'Eau",1234567-MSHSAH06_ST5_6_HI2122,0,SEM_C1_6,1,2
6,25943541,"Grenoble, Oxford",1234567-MSHSAH03_ST5_3_HI2122-MSHSAH05_ST5_5_HI2122,0,,1,2
3,26012604,"Échirolles, Centre du graphisme",12345-MEILVI02_ST21_2_HI2122,1,SEM_C3_2,1,2
19,25702669,"Sassenage, L'Ovalie",1234567-MSHDF02_ST6_2_HI2122,1,SEM_19_2,1,2
2,26016255,"Grenoble, Louise Michel",12345-MEHLV08_ST8_8_HI2122-MEHLV09_ST8_9_HI2122-MEHW08_ST11_8_HI2122-MEHW09_ST11_9_HI2122-MEILVI02_ST21_2_HI2122-MEILVI03_ST21_3_HI2122,1,SEM_C2_1,1,2
4,26342709,"Grenoble, Victor Hugo",12345-MEILVI03_ST21_3_HI2122,1,SEM_C4_2,1,2
C,26354409,"Gières, Plaine des Sports",1234567-MGHS05_ST5_5_HI2122,0,SEM_C_1,1,2
E,26248592,"Fontanil-Cornillon, Palluel",1234567-MGHS04_ST5_4_HI2122,1,SEM_E_1,1,2
E,25755372,"Fontanil-Cornillon, Palluel",12345-MGHLV21_ST0_21_HI2122,1,SEM_E_1,1,2
A,25862973,"Le Pont-de-Claix, L'Etoile",12345-MEILVI02_ST21_2_HI2122,0,SEM_A_3,1,2
1,25713160,"Meylan, Maupertuis",1234567-MSHSAH05_ST5_5_HI2122,0,SEM_C1_2,1,2
14,26015661,"Grenoble, Verdun - Préfecture",12345-MAVLV01_ST21_1_HI2122,0,SEM_14_5,1,2
21,26077804,"Seyssins, Le Prisme",12345-MAHLV04_ST0_4_HI2122,1,SEM_21_2,1,2
20,25700430,"Seyssinet-Pariset, Seyssinet-Pariset Hôtel de Ville",1234567-MSHSAH03_ST5_3_HI2122-MSHSAH05_ST5_5_HI2122-MSHSAH06_ST5_6_HI2122,0,SEM_20_3,1,2
15,25801359,"Grenoble, Verdun - Préfecture",12345-MAVLV01_ST21_1_HI2122,1,SEM_15_4,1,2
12,25924764,"Eybens, Maisons Neuves",12345-MEILVI02_ST21_2_HI2122-MEILVI03_ST21_3_HI2122,0,SEM_12_9,1,2
A,25713486,"Le Pont-de-Claix, L'Etoile",1234567-MEHD00_ST6_0_HI2122,0,SEM_A_3,1,2
56,26273420,"Saint-Martin-le-Vinoux, Col de Clémencières",12345-MFVLV02c_ST21_2_HI2122,1,SEM_56_1,1,2
E,25679094,"Fontanil-Cornillon, Palluel",1234567-MGHS01_ST5_1_HI2122,1,SEM_E_1,1,2
62,25834975,"Grenoble, Notre-Dame - Musée",1234567-MFHD00_ST6_0_HI2122-MFHD01_ST6_1_HI2122,0,SEM_62_4,1,2
B,25807080,"Grenoble, Oxford",1234567-MGHD03_ST6_3_HI2122,1,SEM_B_2,1,2
62,25835003,"Grenoble, Notre-Dame - Musée",12345-MFHLV10c_ST0_10_HI2122,0,SEM_62_4,1,2
15,25799272,"Domène, Chenevières",1234567-MAHS01_ST5_1_HI2122,0,SEM_15_12,1,2
A,26351527,"Fontaine, La Poya",12345-MEILVI03_ST21_3_HI2122,1,SEM_A_4,1,2
54,26034296,"Sassenage, Les Engenières",12345-MFVLV01c_ST21_1_HI2122,1,SEM_54_2,1,2
B,26354984,"Grenoble, Oxford",12345-MGHLV20_ST0_20_HI2122,1,SEM_B_2,1,2
23,25835328,"Vizille, Le Péage",12345-MFVLV01c_ST21_1_HI2122,0,SEM_23_1,1,2
21,25801648,"Claix, Pont Rouge",1234567-MAHS01_ST5_1_HI2122,0,SEM_21_1,1,2
7,26001886,"Échirolles, Comboire",12345-MSILV01_ST21_1_HI2122,1,SEM_C7_2,1,2
7,26319456,"Échirolles, Comboire",1234567-MSHSAH06_ST5_6_HI2122,1,SEM_C7_2,1,2
49,25996079,"Seyssins, Le Prisme",12345-MFHLV10c_ST0_10_HI2122,1,SEM_49_2,1,2
6,25943498,"Saint-Martin-d'Hères, Henri Wallon",1234567-MSHSAH03_ST5_3_HI2122-MSHSAH05_ST5_5_HI2122,1,,1,2
B,26107237,"Grenoble, Oxford",12345-MGHLV16_ST0_16_HI2122-MGHLV21_ST0_21_HI2122,1,SEM_B_2,1,2
15,25801342,"Grenoble, Verdun - Préfecture",12345-MAVLV01_ST21_1_HI2122,1,SEM_15_2,1,2
A,25713500,"Le Pont-de-Claix, L'Etoile",1234567-MEHD00_ST6_0_HI2122,0,SEM_A_3,1,2
5,25938109,"Gières, Universités - Biologie",12345-MSHLVH04_ST8_4_HI2122-MSHLVH05_ST8_5_HI2122-MSHLW04_ST11_4_HI2122-MSHLW05_ST11_5_HI2122,1,SEM_C5_2,1,2
E,25716485,"Fontanil-Cornillon, Palluel",1234567-MGHD03_ST6_3_HI2122,1,SEM_E_1,1,2
E,25679081,"Grenoble, Louise Michel",1234567-MGHS01_ST5_1_HI2122,0,SEM_E_2,1,2
E,25847423,"Fontanil-Cornillon, Palluel",12345-MGHLV16_ST0_16_HI2122,1,SEM_E_5,1,2
B,25808862,"Gières, Plaine des Sports",1234567-MGHS01_ST5_1_HI2122,0,SEM_B_1,1,2
A,26351375,"Le Pont-de-Claix, L'Etoile",12345-MEILVI03_ST21_3_HI2122,0,SEM_A_3,1,2
13,25633860,"Poisat, Cimetière Intercommunal",1234567-MEHS00_ST5_0_HI2122-MEHS01_ST5_1_HI2122-MEHS04_ST5_4_HI2122-MEHS05_ST5_5_HI2122,0,SEM_13_1,1,2
A,26296681,"Le Pont-de-Claix, L'Etoile",1234567-MEHS04_ST5_4_HI2122,0,SEM_A_3,1,2
3,26012815,"Échirolles, Centre du graphisme",12345-MEILVI02_ST21_2_HI2122,1,SEM_C3_2,1,2
A,25713511,"Fontaine, La Poya",1234567-MEHD00_ST6_0_HI2122,1,SEM_A_4,1,2
E,25947855,"Gières, Plaine des Sports",12345-MGHLV19_ST0_19_HI2122,0,SEM_E_3,1,2
E,25716896,"Fontanil-Cornillon, Palluel",12345-MGHLV21_ST0_21_HI2122,1,SEM_E_1,1,2
C,25810205,"Saint-Martin-d'Hères, Condillac - Universités",1234567-MGHS01_ST5_1_HI2122,0,SEM_C_1,1,2
7,26308959,"Échirolles, Comboire",12345-MSILV02_ST21_2_HI2122,1,SEM_C7_2,1,2
25,26042806,"Grenoble, Colonel Dumont",12345-MSHLVH04_ST8_4_HI2122-MSHLVH05_ST8_5_HI2122-MSHLW04_ST11_4_HI2122-MSHLW05_ST11_5_HI2122,1,SEM_25_2,1,2
20,26021281,"Seyssinet-Pariset, Seyssinet-Pariset Hôtel de Ville",12345-MSILV01_ST21_1_HI2122-MSILV02_ST21_2_HI2122,0,SEM_20_3,1,2
C,25858429,"Saint-Martin-d'Hères, Condillac - Universités",12345-MGHLV13_ST0_13_HI2122,0,SEM_C_1,1,2
4,26356521,"Eybens, Le Verderet",12345-MEHLV09_ST8_9_HI2122-MEHW09_ST11_9_HI2122,0,SEM_C4_1,1,2
E,25847378,"Grenoble, Louise Michel",12345-MGHLV16_ST0_16_HI2122,0,SEM_E_2,1,2
A,25806680,"Le Pont-de-Claix, L'Etoile",1234567-MEHS00_ST5_0_HI2122-MEHS01_ST5_1_HI2122,0,SEM_A_3,1,2
3,26342558,"Échirolles, Centre du graphisme",12345-MEILVI03_ST21_3_HI2122,1,SEM_C3_2,1,2
E,25716954,"Gières, Plaine des Sports",12345-MGHLV21_ST0_21_HI2122,0,SEM_E_3,1,2
B,25866825,"Gières, Plaine des Sports",12345-MGHLV13_ST0_13_HI2122,0,SEM_B_1,1,2
A,25806751,"Fontaine, La Poya",1234567-MEHS00_ST5_0_HI2122-MEHS01_ST5_1_HI2122,1,SEM_A_4,1,2
6,26318848,"Grenoble, Oxford",1234567-MSHSAH06_ST5_6_HI2122,0,,1,2
12,25641201,"Saint-Martin-d'Hères, Les Alloves",12345-MEHLV08_ST8_8_HI2122-MEHLV09_ST8_9_HI2122-MEHW08_ST11_8_HI2122-MEHW09_ST11_9_HI2122,1,SEM_12_1,1,2
13,25633871,"Meylan, Lycée du Grésivaudan",1234567-MEHS00_ST5_0_HI2122-MEHS01_ST5_1_HI2122-MEHS04_ST5_4_HI2122-MEHS05_ST5_5_HI2122,1,SEM_13_2,1,2
B,26354201,"Gières, Plaine des Sports",1234567-MGHS05_ST5_5_HI2122,0,SEM_B_1,1,2
B,26355351,"Gières, Plaine des Sports",12345-MGHLV20_ST0_20_HI2122,0,SEM_B_1,1,2
12,25924645,"Saint-Martin-d'Hères, Les Alloves",12345-MEILVI02_ST21_2_HI2122-MEILVI03_ST21_3_HI2122,1,SEM_12_1,1,2
4,26322229,"Grenoble, Victor Hugo",1234567-MEHS05_ST5_5_HI2122,1,SEM_C4_2,1,2
B,26355022,"Grenoble, Oxford",12345-MGHLV20_ST0_20_HI2122,1,SEM_B_2,1,2
1,26028753,"Meylan, Maupertuis",12345-MSILV01_ST21_1_HI2122,0,SEM_C1_2,1,2
E,25847424,"Fontanil-Cornillon, Palluel",12345-MGHLV16_ST0_16_HI2122,1,SEM_E_5,1,2
15,25801356,"Grenoble, Verdun - Préfecture",12345-MAVLV01_ST21_1_HI2122,1,SEM_15_4,1,2
1,26318551,"Meylan, Maupertuis",1234567-MSHSAH06_ST5_6_HI2122,0,SEM_C1_2,1,2
2,25631829,"Claix, Pont Rouge",1234567-MEHD00_ST6_0_HI2122,0,SEM_C2_2,1,2
E,26332782,"Grenoble, Louise Michel",12345-MGHLV20_ST0_20_HI2122,0,SEM_E_2,1,2
B,25866848,"Gières, Plaine des Sports",12345-MGHLV13_ST0_13_HI2122,0,SEM_B_1,1,2
43,25832566,"Venon, Le Chapon",1234567-MFHS03_ST5_3_HI2122-MFHS04_ST5_4_HI2122,0,SEM_43_1,1,2
A,26351524,"Fontaine, La Poya",12345-MEILVI03_ST21_3_HI2122,1,SEM_A_4,1,2
3,26322138,"Échirolles, Centre du graphisme",1234567-MEHS05_ST5_5_HI2122,1,SEM_C3_2,1,2
21,26077819,"Claix, Pont Rouge",12345-MAHLV04_ST0_4_HI2122,0,SEM_21_1,1,2
B,26235670,"Grenoble, Oxford",12345-MGHLV19_ST0_19_HI2122,1,SEM_B_2,1,2
C,26368330,"Saint-Martin-d'Hères, Condillac - Universités",12345-MGHLV20_ST0_20_HI2122,0,SEM_C_1,1,2
2,26246766,"Grenoble, Louise Michel",1234567-MEHS04_ST5_4_HI2122,1,SEM_C2_1,1,2
1,26304528,"Meylan, Maupertuis",12345-MSHLVH05_ST8_5_HI2122-MSHLW05_ST11_5_HI2122,0,SEM_C1_2,1,2
C,26148705,"Seyssins, Le Prisme",12345-MGHLV19_ST0_19_HI2122,1,SEM_C_2,1,2
7,25730160,"Échirolles, Comboire",1234567-MSHSAH03_ST5_3_HI2122-MSHSAH05_ST5_5_HI2122,1,SEM_C7_2,1,2
C,26354548,"Seyssins, Le Prisme",1234567-MGHS05_ST5_5_HI2122,1,SEM_C_2,1,2
1,26090308,"Montbonnot-Saint-Martin, Pré de l'Eau",1234567-MSHSAH03_ST5_3_HI2122,0,SEM_C1_6,1,2
3,26012601,"Échirolles, Centre du graphisme",12345-MEILVI02_ST21_2_HI2122,1,SEM_C3_2,1,2
C,25858571,"Seyssins, Le Prisme",12345-MGHLV13_ST0_13_HI2122,1,SEM_C_2,1,2
B,26107170,"Gières, Plaine des Sports",12345-MGHLV16_ST0_16_HI2122-MGHLV21_ST0_21_HI2122,0,SEM_B_1,1,2
6,26318872,"Saint-Martin-d'Hères, Henri Wallon",1234567-MSHSAH06_ST5_6_HI2122,1,,1,2
B,26354920,"Grenoble, Oxford",12345-MGHLV20_ST0_20_HI2122,1,SEM_B_2,1,2
67,25485523,"Herbeys, Herbeys Le Bourg",12345-MFHLV10c_ST0_10_HI2122,1,SEM_67_1,1,2
E,26332746,"Fontanil-Cornillon, Palluel",12345-MGHLV20_ST0_20_HI2122,1,SEM_E_1,1,2
E,26332519,"Fontanil-Cornillon, Palluel",12345-MGHLV20_ST0_20_HI2122,1,SEM_E_1,1,2
45,26270109,"Vif, La Valonne",12345-MFVLV02c_ST21_2_HI2122,1,SEM_45_3,1,2
E,25716781,"Grenoble, Louise Michel",12345-MGHLV21_ST0_21_HI2122,0,SEM_E_2,1,2
B,26107393,"Gières, Plaine des Sports",12345-MGHLV16_ST0_16_HI2122-MGHLV21_ST0_21_HI2122,0,SEM_B_1,1,2
C,25810218,"Seyssins, Le Prisme",1234567-MGHS01_ST5_1_HI2122,1,SEM_C_2,1,2
6,25785928,"Saint-Martin-d'Hères, Henri Wallon",1234567-MSHDF02_ST6_2_HI2122,1,,1,2
16,26020699,"Corenc, Montfleury",123456*-MSILV01_ST21_1_HI2122-MSILV02_ST21_2_HI2122,0,SEM_16_1,1,2
6,25943506,"Saint-Martin-d'Hères, Henri Wallon",1234567-MSHSAH03_ST5_3_HI2122-MSHSAH05_ST5_5_HI2122,1,,1,2
22,26020962,"Saint-Égrève, Saint Egrève Gare",12345-MSILV01_ST21_1_HI2122-MSILV02_ST21_2_HI2122,0,SEM_22_3,1,2
3,26012555,"Échirolles, Centre du graphisme",12345-MEILVI02_ST21_2_HI2122,1,SEM_C3_2,1,2
6,26006982,"Saint-Martin-d'Hères, Henri Wallon",12345-MSILV01_ST21_1_HI2122,1,,1,2
25,26042010,"Le Gua, Les Saillants",1234567-MSHDF02_ST6_2_HI2122,0,SEM_25_1,1,2
20,26021215,"Veurey-Voroize, La Rive",12345-MSILV01_ST21_1_HI2122-MSILV02_ST21_2_HI2122,1,SEM_20_2,1,2
E,26332383,"Fontanil-Cornillon, Palluel",12345-MGHLV20_ST0_20_HI2122,1,SEM_E_5,1,2
B,26354957,"Gières, Plaine des Sports",12345-MGHLV20_ST0_20_HI2122,0,SEM_B_1,1,2
6,26318754,"Saint-Martin-d'Hères, Henri Wallon",1234567-MSHSAH06_ST5_6_HI2122,1,,1,2
E,25716787,"Grenoble, Condorcet",12345-MGHLV21_ST0_21_HI2122,1,SEM_E_5,1,2
1,25713174,"Meylan, Maupertuis",1234567-MSHSAH05_ST5_5_HI2122,0,SEM_C1_2,1,2
12,25641181,"Saint-Martin-d'Hères, Les Alloves",12345-MEHLV08_ST8_8_HI2122-MEHLV09_ST8_9_HI2122-MEHW08_ST11_8_HI2122-MEHW09_ST11_9_HI2122,1,SEM_12_1,1,2
2,25631809,"Grenoble, Louise Michel",1234567-MEHD00_ST6_0_HI2122,1,SEM_C2_1,1,2
E,25847425,"Fontanil-Cornillon, Palluel",12345-MGHLV16_ST0_16_HI2122,1,SEM_E_5,1,2
1,26308179,"Grenoble, Cité Jean Macé",12345-MSILV02_ST21_2_HI2122,1,SEM_C1_5,1,2
B,25808837,"Gières, Plaine des Sports",1234567-MGHS01_ST5_1_HI2122,0,SEM_B_1,1,2
12,25634477,"Saint-Martin-d'Hères, Les Alloves",1234567-MEHS00_ST5_0_HI2122-MEHS01_ST5_1_HI2122-MEHS04_ST5_4_HI2122-MEHS05_ST5_5_HI2122,1,SEM_12_1,1,2
E,26248495,"Fontanil-Cornillon, Palluel",1234567-MGHS04_ST5_4_HI2122,1,SEM_E_1,1,2
15,25801364,"Grenoble, Verdun - Préfecture",12345-MAVLV01_ST21_1_HI2122,1,SEM_15_9,1,2
56,25833976,"Saint-Martin-le-Vinoux, Col de Clémencières",1234567-MFHS03_ST5_3_HI2122-MFHS04_ST5_4_HI2122,1,SEM_56_1,1,2
62,25835207,"Sarcenas, Col de Porte",1234567-MFHS03_ST5_3_HI2122-MFHS04_ST5_4_HI2122,1,SEM_62_3,1,2
16,25699663,"Le Pont-de-Claix, Gendarmerie",1234567-MSHSAH03_ST5_3_HI2122-MSHSAH05_ST5_5_HI2122-MSHSAH06_ST5_6_HI2122,1,SEM_16_2,1,2
E,25947469,"Fontanil-Cornillon, Palluel",12345-MGHLV19_ST0_19_HI2122,1,SEM_E_1,1,2
C,26146987,"Seyssins, Le Prisme",12345-MGHLV16_ST0_16_HI2122-MGHLV21_ST0_21_HI2122,1,SEM_C_2,1,2
E,25716395,"Grenoble, Louise Michel",1234567-MGHD03_ST6_3_HI2122,0,SEM_E_2,1,2
A,26296509,"Fontaine, La Poya",1234567-MEHS04_ST5_4_HI2122,1,SEM_A_4,1,2
2,26246764,"Grenoble, Louise Michel",1234567-MEHS04_ST5_4_HI2122,1,SEM_C2_1,1,2
55,25833927,"Saint-Martin-le-Vinoux, Col de Clémencières",12*45-MFHLV10c_ST0_10_HI2122,0,SEM_55_2,1,2
A,26296841,"Le Pont-de-Claix, L'Etoile",1234567-MEHS04_ST5_4_HI2122,0,SEM_A_3,1,2
1,26090408,"Montbonnot-Saint-Martin, Pré de l'Eau",1234567-MSHSAH03_ST5_3_HI2122,0,SEM_C1_6,1,2
A,25713994,"Le Pont-de-Claix, L'Etoile",12345-MEHLV08_ST8_8_HI2122-MEHLV09_ST8_9_HI2122-MEHW08_ST11_8_HI2122-MEHW09_ST11_9_HI2122,0,SEM_A_3,1,2
E,26248616,"Fontanil-Cornillon, Palluel",1234567-MGHS04_ST5_4_HI2122,1,SEM_E_1,1,2
A,25714080,"Le Pont-de-Claix, L'Etoile",12345-MEHLV08_ST8_8_HI2122-MEHLV09_ST8_9_HI2122-MEHW08_ST11_8_HI2122-MEHW09_ST11_9_HI2122,0,SEM_A_3,1,2
2,26246682,"Claix, Pont Rouge",1234567-MEHS04_ST5_4_HI2122,0,SEM_C2_2,1,2
5,26306343,"Gières, Universités - Biologie",12345-MSILV01_ST21_1_HI2122,1,SEM_C5_2,1,2
C,26148832,"Saint-Martin-d'Hères, Condillac - Universités",12345-MGHLV19_ST0_19_HI2122,0,SEM_C_1,1,2
3,26012571,"Grenoble, Victor Hugo",12345-MEILVI02_ST21_2_HI2122,0,SEM_C3_1,1,2
4,26342870,"Grenoble, Victor Hugo",12345-MEILVI03_ST21_3_HI2122,1,SEM_C4_2,1,2
15,25801376,"Domène, Chenevières",12345-MAVLV01_ST21_1_HI2122,0,SEM_15_1,1,2
E,25947334,"Fontanil-Cornillon, Palluel",12345-MGHLV19_ST0_19_HI2122,1,SEM_E_5,1,2
A,25806693,"Fontaine, La Poya",1234567-MEHS00_ST5_0_HI2122-MEHS01_ST5_1_HI2122,1,SEM_A_4,1,2
13,25925049,"Meylan, Lycée du Grésivaudan",12345-MEILVI02_ST21_2_HI2122-MEILVI03_ST21_3_HI2122,1,SEM_13_2,1,2
D,25718610,"Saint-Martin-d'Hères, Les Taillées - Universités",1234567-MGHS01_ST5_1_HI2122-MGHS04_ST5_4_HI2122-MGHS05_ST5_5_HI2122,0,SEM_D_1,1,2
A,26351248,"Le Pont-de-Claix, L'Etoile",12345-MEILVI03_ST21_3_HI2122,0,SEM_A_3,1,2
A,26296530,"Fontaine, La Poya",1234567-MEHS04_ST5_4_HI2122,1,SEM_A_4,1,2
B,26235656,"Gières, Plaine des Sports",12345-MGHLV19_ST0_19_HI2122,0,SEM_B_1,1,2
1,25762560,"Meylan, Maupertuis",12345-MSHLVH04_ST8_4_HI2122-MSHLW04_ST11_4_HI2122,0,SEM_C1_2,1,2
E,25716425,"Fontanil-Cornillon, Palluel",1234567-MGHD03_ST6_3_HI2122,1,SEM_E_1,1,2
7,25730113,"Gières, Universités - IUT - UFRAPS",1234567-MSHSAH03_ST5_3_HI2122-MSHSAH05_ST5_5_HI2122,0,SEM_C7_1,1,2
B,26235502,"Grenoble, Oxford",12345-MGHLV19_ST0_19_HI2122,1,SEM_B_2,1,2
C,26354476,"Saint-Martin-d'Hères, Condillac - Universités",1234567-MGHS05_ST5_5_HI2122,0,SEM_C_1,1,2
B,25808921,"Grenoble, Oxford",1234567-MGHS01_ST5_1_HI2122,1,SEM_B_2,1,2
D,25718733,"Saint-Martin-d'Hères, Les Taillées - Universités",1234567-MGHS01_ST5_1_HI2122-MGHS04_ST5_4_HI2122-MGHS05_ST5_5_HI2122,0,SEM_D_1,1,2
B,26235401,"Gières, Plaine des Sports",12345-MGHLV19_ST0_19_HI2122,0,SEM_B_1,1,2
E,26335875,"Fontanil-Cornillon, Palluel",1234567-MGHS05_ST5_5_HI2122,1,SEM_E_1,1,2
B,26249622,"Gières, Plaine des Sports",1234567-MGHS04_ST5_4_HI2122,0,SEM_B_1,1,2
B,25808978,"Gières, Plaine des Sports",1234567-MGHS01_ST5_1_HI2122,0,SEM_B_1,1,2
D,25718735,"Saint-Martin-d'Hères, Les Taillées - Universités",1234567-MGHS01_ST5_1_HI2122-MGHS04_ST5_4_HI2122-MGHS05_ST5_5_HI2122,0,SEM_D_4,1,2
A,25713523,"Le Pont-de-Claix, L'Etoile",1234567-MEHD00_ST6_0_HI2122,0,SEM_A_3,1,2
